Roaster Location,Coffee Origin,Roast Level,Agtron,Est. Price,Review Date,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,Name,Roaster,Rating,With Milk,Acidity
"Madison, Wisconsin","San Augustin, Huila, Colombia",Medium-Light,57/79,$19.50/12 ounces,June 2019,9.0,9.0,9.0,9.0,8.0,La Belleza Colombia,JBC Coffee Roasters,94.0,,
"Minneapolis, MInnesota","Huila, Colombia",Medium-Light,56/74,$24.95/12 ounces,June 2019,9.0,9.0,9.0,9.0,8.0,Colombia Pink Bourbon,Paradise Roasters,94.0,,
"Carlsbad, California","Caldas growing region, Colombia",Medium-Light,60/78,$20.00/12 ounces,June 2019,9.0,9.0,9.0,9.0,8.0,Crystalina,Steady State Roasting Company,94.0,,
"Kowloon, Hong Kong, China",Ethiopia,Medium-Light,57/74,HK $125.00/250 grams,may-19,9.0,,8.0,8.0,7.0,Fruit Adventure Espresso Blend,Sensory House Coffee,90.0,8.0,
"Kowloon, Hong Kong, China",Brazil; El Salvador,Medium-Dark,42/54,HK $125.00/250 grams,may-19,8.0,,8.0,8.0,7.0,Nuts Espresso Blend,Sensory House Coffee,89.0,8.0,
"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium-Light,55/75,NT $360/8 ounces,may-19,9.0,9.0,9.0,9.0,8.0,Kenya Kiambu Gititu AA,Kakalove Cafe,94.0,,
"San Diego, California","Kona growing district, Big Island of Hawai'i",Medium,50/70,$40.00/8 ounces,may-19,9.0,8.0,9.0,9.0,8.0,Hawaiian Kona 100%,Cafe Virtuoso,93.0,,
"Chia-Yi, Taiwan","Acatenango growing region, central Guatemala",Medium,50/68,NT $180/8 ounces,may-19,9.0,,8.0,8.0,8.0,Guatemala Finca El General BlackLand Lot,Kakalove Cafe,92.0,9.0,
"Madison, Wisconsin","Chiriqui Province, far western Panama",Medium-Light,55/74,$49.50/4 ounces,may-19,9.0,,9.0,10.0,8.0,Ninety Plus Gesha Estates JBC Custom Lot #252,JBC Coffee Roasters,94.0,,
"San Diego, California","Cundinamarca Department, central Colombia",Medium-Light,57/83,$60.00/8 ounces,may-19,9.0,9.0,9.0,10.0,9.0,La Palma Y El Tucan Hero Series Colombia Sidra Lot #190,Bird Rock Coffee Roasters,96.0,,
"San Diego, California","Narino Department, southern Colombia",Medium-Light,55/72,$19.00/12 ounces,may-19,9.0,8.0,8.0,9.0,8.0,Suyusama Colombia,Bird Rock Coffee Roasters,92.0,,
"Madison, Wisconsin","Huila Department, southern Colombia",Medium-Light,58/78,$15.90/12 ounces,may-19,9.0,,8.0,8.0,8.0,ASOPCAFA Espresso,JBC Coffee Roasters,91.0,8.0,
"Madison, Wisconsin","Huila Department, southern Colombia",Medium-Light,58/79,$15.90/12 ounces,may-19,9.0,8.0,8.0,8.0,8.0,ASOPCAFA Colombia,JBC Coffee Roasters,91.0,,
"Santa Rosa Beach, Florida","Kayanza, Kabuye, Burundi",Light,63/82,$19.95/12 ounces,may-19,9.0,8.0,9.0,9.0,7.0,Natural Burundi Nemba,Amavida Coffee Roasters,92.0,,
"Minneapolis, MInnesota","Ka'u growing region, Big Island of Hawai'i",Light,58/84,$19.95/4 ounces,may-19,9.0,9.0,9.0,9.0,8.0,Ka’u Champagne Natural,Paradise Roasters,94.0,,
"San Rafael, California","Holualoa, North Kona growing district, “Big Island” of Hawai'i",Medium-Light,51/73,$42.00/4 ounces,may-19,9.0,9.0,9.0,9.0,8.0,Monarch Gesha,Equator Coffees,94.0,,
"Mountain View, Hawai'i","Puna District, Big Island of Hawai'i",Medium-Light,54/78,$31.00/10 ounces,may-19,9.0,8.0,9.0,9.0,8.0,Puna Barrel-Aged,Big Island Coffee Roasters,93.0,,
"Mountain View, Hawai'i","Kona District, Kealakekua growing region, Big Island of Hawai'i",Medium-Light,50/72,$29.00/10 ounces,may-19,9.0,8.0,9.0,9.0,8.0,Kona Peaberry,Big Island Coffee Roasters,93.0,,
"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawai'i",Medium-Light,56/80,$63.95/8 ounces,may-19,9.0,9.0,8.0,9.0,8.0,Laura’s Reserve SL-28,Hula Daddy Kona Coffee,93.0,,
"Taipei, Taiwan","Ka'u growing region, Big Island of Hawai'i",Medium-Light,56/78,$49.00/8 ounces,may-19,9.0,9.0,8.0,9.0,8.0,Ka’u Natural,Nine Point Coffee,93.0,,
"Kihei, Maui, Hawaii","Kula, Island of Maui, Hawai'i",Medium-Light,58/82,$40.00/8 ounces,may-19,9.0,9.0,8.0,9.0,8.0,Maui Kupa’a Orange Bourbon,Origin Coffee Roasters,93.0,,
"Pahala, Hawai'i","Ka'u growing region, Big Island of Hawai'i",Medium-Light,52/74,$24.00/8 ounces,may-19,9.0,8.0,8.0,9.0,8.0,Honey Typica,Rusty's Hawaiian,92.0,,
"New Orleans, Louisiana","Ka'u growing region, Big Island of Hawai'i",Medium-Light,57/77,$32.00/8 ounces,may-19,9.0,8.0,8.0,9.0,8.0,Ka’u Typica Natural,Three Chairs Specialty Turkish Coffee,92.0,,
"Kealakekua, Hawai'i","Kealakekua, Kona growing district, Big Island of Hawai'i",Medium,52/68,$75.00/12 ounces,may-19,8.0,8.0,8.0,9.0,7.0,Estate-Grown Mamo,Greenwell Farms,90.0,,
"Shanghai, China","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,51/73,$19.00/200 grams,may-19,9.0,,8.0,9.0,9.0,Australian Blend Espresso,Greybox Coffee,95.0,10.0,
"Lincoln, California","Concordia, Colombia",Medium-Dark,40/54,$17.99/3 pounds,may-19,8.0,8.0,8.0,9.0,7.0,Colombian Supremo,Kirkland Signature (Costco),90.0,,
"Lincoln, California",Colombia,Medium-Dark,38/52,$18.99/2 pounds,may-19,7.0,7.0,8.0,8.0,7.0,Colombian Supremo,San Francisco Bay Coffee,87.0,,
"Seattle, Washington",Rwanda,Medium-Dark,37/49,$37.99/6 pounds,may-19,7.0,7.0,8.0,8.0,7.0,Rwandan,Kirkland Signature (Costco),87.0,,
"Jackson, Mississippi","Narino Department, southern Colombia",Medium-Light,52/70,$16.00/12 ounces,may-19,9.0,8.0,9.0,8.0,7.0,Colombia Las Joyas: Fidencio Martinez Lot,Beanfruit Coffee Co.,91.0,,
"Taoyuan City, Taiwan","Tolima Department, Colombia",Medium,53/64,NTD $1200/225 grams,may-19,9.0,8.0,9.0,10.0,8.0,Colombia Tolima Monteverde Estate Natural Wush Wush,Dou Zhai Coffee & Roast,94.0,,
"Taoyuan, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,60/79,NTD $600/225 grams,may-19,9.0,9.0,9.0,9.0,8.0,Ethiopia Oromia Guji Washed,Dou Zhai Coffee & Roast,94.0,,
"Hoover, Alabama","Bani Matar growing region, Yemen",Medium,49/66,$28.00/8 ounces,may-19,9.0,8.0,9.0,9.0,8.0,Yemen Matari,Baba Java Coffee,93.0,,
"Chia-Yi, Taiwan","Muranga District, Central Province, Kenya",Medium-Light,53/75,$27.00/16 ounces,may-19,9.0,9.0,8.0,9.0,9.0,Kenya Murang’a Githiga AA,Evie's Cafe,94.0,,
"Minneapolis, MInnesota","Sabah State, Malaysia",Medium-Light,55/77,$16.95/6 ounces,may-19,8.0,7.0,9.0,9.0,7.0,Borneo Sabah Arabica,Paradise Roasters,90.0,,
"Helena, Montana","Salgar Municipality, Antioquia Department, west-central Colombia",Medium,48/62,$13.00/12 ounces,may-19,8.0,8.0,8.0,9.0,7.0,Colombia,Caffeic,90.0,,
"Sacramento, California","South Kivu Province, Democratic Republic of the Congo",Medium-Light,53/70,$18.50/12 ounces,may-19,9.0,8.0,9.0,9.0,7.0,D.R. Congo Muungano Co-Op,Temple Coffee Roasters,92.0,,
"Taichung, Taiwan",Guatemala; Brazil; India,Medium,47/60,NT $490/16 ounces,April 2019,9.0,,8.0,9.0,8.0,No. 6 Espresso Blend,The Curve Coffee Roasting,92.0,8.0,
"San Diego, California","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,58/82,$19.00/12 ounces,April 2019,9.0,9.0,9.0,9.0,9.0,Ethiopia Sidama Shantewene,Cafe Virtuoso,95.0,,
"Madison, Wisconsin","Nyamasheke District, Rwanda",Medium-Light,52/74,$16.20/12 ounces,April 2019,9.0,,8.0,9.0,8.0,Kivu Belt Lot 32 Espresso,JBC Coffee Roasters,93.0,9.0,
"Madison, Wisconsin","Nyamasheke District, Rwanda",Medium-Light,57/79,$16.20/12 ounces,April 2019,8.0,8.0,9.0,9.0,8.0,Kivu Belt Lot 32 Rwanda,JBC Coffee Roasters,92.0,,
"Yilan, Taiwan","Bench-Maji Zone, Southern Ethiopia",Medium-Light,58/80,NT $350/8 ounces,April 2019,9.0,9.0,9.0,9.0,9.0,Gesha Rebecca Natural,Small Eyes Café,95.0,,
"Clark, Wyoming",Not disclosed,Medium-Dark,39/61,$13.99/12 ounces,April 2019,9.0,8.0,8.0,9.0,8.0,Easter Sunrise Blend,Mystic Monk Coffee,92.0,,
"Beijing, China","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,54/74,$7.12/120 grams,April 2019,9.0,9.0,8.0,9.0,8.0,Tade GG Ethiopia Red Cherry,Voyage Coffee,93.0,,
"Madison, Wisconsin","Nyamagabe district, Southern Province, Rwanda",Medium-Light,55/76,$15.95/12 ounces,April 2019,8.0,8.0,8.0,8.0,8.0,Bufcafe Rwanda,JBC Coffee Roasters,90.0,,
"Topeka, Kansas","Valle del Cauca growing region, Colombia",Medium,51/69,$37.50/8 ounces,April 2019,9.0,8.0,9.0,10.0,9.0,Café Granja La Esperanza Sudan Rume Natural,PT's Coffee Roasting Co.,95.0,,
"Lexington, Virginia","Loja Province, southern Ecuador",Medium-Light,56/75,$23.00/12 ounces,April 2019,9.0,7.0,9.0,9.0,8.0,La Papaya Ecuador,Lexington Coffee Roasters,92.0,,
"Lexington, Virginia","Narino Department, southern Colombia",Medium-Light,55/77,$15.95/12 ounces,April 2019,8.0,8.0,8.0,9.0,7.0,Aponte Colombia,Lexington Coffee Roasters,90.0,,
"Boston, Massachusetts","Lintong growing region, North Sumatra Province, Indonesia",Medium-Light,55/68,$18.00/12 ounces,April 2019,9.0,9.0,8.0,9.0,9.0,Sumatra Tano Batak,Gracenote Coffee Roasters,94.0,,
"Vancouver, British Columbia, Canada","Lintong growing region, North Sumatra Province, Indonesia",Medium-Light,53/75,CAD $18.00/340 grams,April 2019,9.0,8.0,9.0,9.0,8.0,Boru Batak Sumatra,Notch Coffee,94.0,,
"Hsinchu, Taiwan","Gayo (also Aceh) growing region, Aceh Province, northern Sumatra, Indonesia",Medium,44/62,$19.00/8 ounces,April 2019,9.0,9.0,8.0,9.0,8.0,Sumatra Gayo King Mandheling,Fumi Coffee,93.0,,
"Torrington, Connecticut","Simalungun Regency, North Sumatra Province, Sumatra, Indonesia",Light,71/90,$20.99/12 ounces,April 2019,,,,,,,,,,
"Minneapolis, MInnesota","Gayo (also Aceh) growing region, Aceh Province, northern Sumatra, Indonesia",Medium-Light,58/75,$19.95/12 ounces,April 2019,9.0,9.0,8.0,9.0,8.0,Sumatra Pantan Musara,Paradise Roasters,93.0,,
"Yilan, Taiwan","Gayo (also Aceh) growing region, Aceh Province, northern Sumatra, Indonesia",Medium-Light,51/76,NT $480/8 ounces,April 2019,9.0,8.0,9.0,9.0,8.0,Sumatra Aceh Gayo Mountain Kenawat Raisin Honey,Small Eyes Cafe,93.0,,
"Lee, Massachusetts","Gayo (also Aceh) growing region, Aceh Province, northern Sumatra, Indonesia",Light,57/87,$16.95/12 ounces,April 2019,9.0,8.0,8.0,9.0,8.0,Ketiara Sumatra,Barrington Coffee Roasting,92.0,,
"Johns Creek, Georgia","Lintong growing region, North Sumatra Province, Indonesia",Medium,51/68,$17.00/12 ounces,April 2019,9.0,9.0,9.0,9.0,9.0,Sumatra Lintong,Peach Coffee Roasters,95.0,,
"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,51/73,NT $650/16 ounces,April 2019,9.0,9.0,9.0,9.0,9.0,Ethiopia Natural Guji Hambela G1 Bishan Fugu,Kakalove Cafe,95.0,,
"Bedford, New Hampshire","Mara growing region, Tarime, Tanzania",Medium-Light,56/80,$17.00/12 ounces,April 2019,9.0,9.0,9.0,9.0,8.0,Tanzania Tarime AB,Flight Coffee Co.,94.0,,
"Chia-Yi, Taiwan","Santa Ana region, El Salvador",Medium-Light,50/74,NT $360/16 ounces,April 2019,9.0,,9.0,9.0,8.0,El Salvador Cerro Las Ranas Honey Espresso,Kakalove Cafe,94.0,9.0,
"Hong Kong, China","Bench Maji Zone, southwestern Ethiopia",Medium-Light,55/79,$48.95/8 ounces,April 2019,9.0,,8.0,9.0,8.0,Blossom Single Origin Espresso,Plat Coffee Roastery,93.0,9.0,
"Chia-Yi, Taiwan","Boquete growing region, western Panama",Medium-Light,52/74,NT $550/4 ounces,April 2019,9.0,9.0,9.0,9.0,8.0,Panama Baru Geisha Black,Kakalove Cafe,94.0,,
"Hong Kong, China","Kirinyaga County, south-central Kenya",Medium,49/67,$36.95/8 ounces,April 2019,9.0,8.0,9.0,9.0,8.0,Kenya Safari AB Top,Plat Coffee Roastery,93.0,,
"Chia-Yi, Taiwan",Colombia; Rwanda; El Salvador,Medium,50/70,NT $210/8 ounces,April 2019,9.0,,8.0,9.0,8.0,No. 79 Blend Espresso,Kakalove Cafe,92.0,8.0,
"Sacramento, California","Palestina region, Huila Department, Colombia",Light,60/84,$19.00/12 ounces,March 2019,8.0,8.0,8.0,8.0,8.0,Colombia Monteblanco Purple Caturra Natural,Old Soul Co.,90.0,,
"Durango, Colorado","Campos Alto district, Minas Gerais State, southeastern Brazil",Medium-Light,55/77,$15.95/12 ounces,March 2019,9.0,9.0,8.0,9.0,8.0,Brazil Para Ela Natural,Durango Coffee Company,93.0,,
"Denver, Colorado","Rulindo, Rwanda",Medium-Light,56/80,$17.00/12 ounces,March 2019,9.0,8.0,8.0,9.0,8.0,Tumba Rwanda,Corvus Coffee Roasters,92.0,,
"Eagle Harbor, Michigan",Harar (also Harrar) growing region of eastern Ethiopia,Medium-Dark,41/53,$18.00/16 ounces,March 2019,8.0,8.0,9.0,9.0,7.0,Ethiopia Harrar,Jampot Poorock Abbey,91.0,,
"Eagle Harbor, Michigan","Kona growing district, Big Island of Hawaii",Medium,47/55,$24.00/8 ounces,March 2019,8.0,8.0,8.0,8.0,8.0,KonAroma Direct Trade Kona,Jampot Poorock Abbey,90.0,,
"Shanghai, China",Ethiopia,Medium-Light,50/74,$28.00/500 grams,March 2019,9.0,8.0,8.0,9.0,8.0,Mellower Blend,Mellower Coffee,92.0,,
"Shanghai, China",Ethiopia,Medium,44/70,$28.00/500 grams,March 2019,8.0,,8.0,8.0,8.0,Espresso Blend,Mellower Coffee,91.0,9.0,
"Redlands, California","San Ignacio Province, Cajamarca Region, northern Peru",Medium-Light,56/76,$18.00/12 ounces,March 2019,9.0,8.0,8.0,9.0,8.0,Peru Chirinois,Wild Goose Coffee Roasters,92.0,,
"Branford, Connecticut","Loja Province, southern Ecuador",Medium-Light,54/78,$28.99/16 ounces,March 2019,9.0,8.0,8.0,9.0,8.0,Ecuador Finca La Papaya,Willoughby's Coffee & Tea,92.0,,
"Johns Creek, Georgia","Utcubamba Province, Amazonas Region, north-central Peru",Medium-Light,53/77,$15.00/12 ounces,March 2019,8.0,8.0,8.0,9.0,8.0,Peru Natural Utcubamba,Peach Coffee Roasters,91.0,,
"Driftless, Wisconsin","Chinchipe, Zamora Province, south-eastern Ecuador",Medium-Light,57/77,$18.00/12 ounces,March 2019,9.0,8.0,9.0,9.0,8.0,Ecuador Los Eucaliptos,Wonderstate Coffee,93.0,,
"Minneapolis, MInnesota","Pichincha Province, north-central Ecuador",Medium-Light,55/73,$12.95/6 ounces,March 2019,9.0,9.0,8.0,9.0,8.0,Ecuador Pichincha Typica,Paradise Roasters,93.0,,
"Topeka, Kansas","Pichincha Province, north-central Ecuador",Medium-Light,54/76,$23.50/12 ounces,March 2019,9.0,8.0,9.0,9.0,8.0,Ecuador Finca Carolina Fausto Romo,PT's Coffee Roasting Co.,93.0,,
"Taipei, Taiwan","Caranavi Province, La Paz Department, west-central Bolivia",Light,58/84,$29.00/150 grams,March 2019,9.0,8.0,9.0,9.0,8.0,Bolivia Yungas Caranavi Alasitas Geisha Natural,Sucré Beans,93.0,,
"Taipei, Taiwan","Pasco growing region, Oxapampa, Peru",Medium-Light,58/80,NT $850/225 grams,March 2019,9.0,8.0,8.0,9.0,8.0,Geisha Pasco Oxapampa Peru,Blues Brew Coffee,92.0,,
"San Diego, California","Satipo Province, Junin Region, central Peru",Medium-Light,55/75,$23.50/12 ounces,March 2019,9.0,9.0,8.0,9.0,8.0,Finca Tasta Peru,Bird Rock Coffee Roasters,93.0,,
"Austin, Texas","Jaén Province, Cajamarca Region, northern Peru",Medium-Light,52/70,$18.00/12 ounces,March 2019,9.0,9.0,8.0,9.0,8.0,Peru La Salina,Greater Goods Coffee Roasters,93.0,,
"Hong Kong, China","Caranavi Province, La Paz Department, west-central Bolivia",Medium-Light,52/76,$28.85/8 ounces,March 2019,8.0,8.0,8.0,9.0,8.0,Bolivia Yungas Caranavi Finca Las Alasitas Peaberry,Plat Coffee Roastery,91.0,,
"Hamilton, Montana","Hambela Wamena District, Guji Zone, Oromia region, southern Ethiopia",Medium-Light,55/77,$16.00/12 ounces,March 2019,9.0,9.0,8.0,9.0,8.0,Ethiopia Hambela Alaka,Big Creek Coffee Roasters,93.0,,
"Captain Cook, Hawaii","Captain Cook, North Kona growing district, “Big Island” of Hawaii",Medium-Light,51/77,$30.00/8 ounces,March 2019,9.0,8.0,9.0,9.0,8.0,100% Kona Bourbon,Hala Tree Kona Coffee,93.0,,
"Captain Cook, Hawaii","Captain Cook, North Kona growing district, “Big Island” of Hawaii",Medium-Light,50/74,$30.00/8 ounces,March 2019,9.0,8.0,8.0,9.0,8.0,Kona Naturals,Hala Tree Kona Coffee,92.0,,
"Hamilton, Montana","Rulindo, Rwanda",Medium-Light,54/78,$15.00/12 ounces,March 2019,8.0,8.0,8.0,9.0,8.0,Rwanda Rulindo Tumba,Big Creek Coffee Roasters,91.0,,
"Billings, Montana","Region Concepción Huista, Huehuetenango growing region, Guatemala",Medium-Light,54/78,$16.50/12 ounces,March 2019,9.0,8.0,8.0,9.0,8.0,Guatemala Quejina,Revel Coffee,92.0,,
"Floyd, Virginia",Costa Rica; Ethiopia,Medium-Light,54/78,$17.99/12 ounces,March 2019,9.0,,9.0,9.0,8.0,Flight Seasonal Espresso,Red Rooster Coffee Roaster,94.0,9.0,
"Floyd, Virginia","Sabanilla de Alajuela, Central Valley, Costa Rica",Medium-Light,54/74,$19.49/12 ounces,March 2019,9.0,8.0,9.0,9.0,8.0,Costa Rica Las Lajas Black Honey,Red Rooster Coffee Roaster,93.0,,
"Austin, Texas","Kiambu County, south-central Kenya",Medium-Light,52/76,$19.00/12 ounces,March 2019,9.0,9.0,9.0,9.0,8.0,Eaagads Estate Kenya,Greater Goods Coffee Roasters,94.0,,
"Martinez, California","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,54/78,$12.00/8 ounces,March 2019,9.0,9.0,9.0,9.0,8.0,Ethiopia Guji,States Coffee & Mercantile,94.0,,
"San Diego, California",Coastal southern California,Medium-Light,57/74,$100/200 grams,March 2019,9.0,8.0,8.0,9.0,8.0,California Grown,Bird Rock Coffee Roasters,92.0,,
"Minxiong, Chia-Yi, Taiwan","Yirgacheffe growing region, southern Ethiopia",Light,58/84,NT $250/225 grams,March 2019,9.0,9.0,9.0,9.0,8.0,Ethiopia Yirgacheffe G1,Santos Coffee,94.0,,
"Boulder, Colorado","Nyeri growing region, south-central Kenya",Medium-Light,54/78,$18.00/12 ounces,February 2019,10.0,9.0,9.0,10.0,9.0,Kenya Karindundu AA Small Lot Reserve,Dragonfly Coffee Roasters,97.0,,
"Boulder, Colorado","Nyamasheke, Rwanda",Medium-Light,55/77,$24.00/12 ounces,February 2019,9.0,9.0,9.0,9.0,8.0,Rwanda Kanzu,Dragonfly Coffee Roasters,94.0,,
"Boulder, Colorado","Yirgacheffe growing region, southern Ethiopia",Medium-Light,52/74,$18.00/12 ounces,February 2019,9.0,9.0,9.0,9.0,8.0,Ethiopia Kochere Natural,Dragonfly Coffee Roasters,94.0,,
"Bend, Oregon","Tarrazu growing region, Costa Rica",,0/0,$26.00/ 5 gram,February 2019,8.0,7.0,9.0,9.0,7.0,Cirque Tarrazu F1 Natural,Voila Coffee,90.0,,
"Sacramento, California","Nyeri growing region, south-central Kenya",Medium,42/64,$22.00/12 ounces,February 2019,9.0,,8.0,9.0,9.0,Kenya Thirikwa Single-Origin Espresso,Temple Coffee Roasters,94.0,9.0,
"Fort Bragg, California",Ethiopia; Sumatra,Medium-Light,48/78,$14.50/12 ounces,February 2019,9.0,8.0,8.0,9.0,8.0,Mocha Java Blend Fair Trade Organic,Thanksgiving Coffee Company,92.0,,
"Kihei, Maui, Hawaii","Lintong growing region, North Sumatra Province, Indonesia",Medium-Light,54/76,$20.99/12 ounces,February 2019,9.0,9.0,9.0,9.0,9.0,Sumatra Tano Batak,Origin Coffee Roasters,95.0,,
"Minneapolis, MInnesota",South America,Medium-Dark,42/54,$13.95/12 ounces,February 2019,8.0,8.0,9.0,9.0,8.0,Moonbow Decaf,Paradise Roasters,92.0,,
"Kihei, Maui, Hawaii","Caldas Department, Colombia",Medium-Light,56/78,$19.00/12 ounces,February 2019,9.0,8.0,8.0,9.0,8.0,Colombia La Guamera Honey,Origin Coffee Roasters,92.0,,
"Minneapolis, MInnesota",South America,Medium-Dark,42/54,$13.95/12 ounces,February 2019,8.0,,8.0,8.0,8.0,Moonbow Decaf Espresso,Paradise Roasters,91.0,9.0,
"Clark, Wyoming","Yirgacheffe growing region, southern Ethiopia",Medium,42/62,$13.99/12 ounces,February 2019,8.0,8.0,9.0,8.0,8.0,Ethiopia Yirgacheffe,Mystic Monk Coffee,91.0,,
"Santa Rosa Beach, Florida","Rustiro District, Western Province, Rwanda",Medium-Light,54/78,$19.95/8 ounces,February 2019,9.0,9.0,9.0,9.0,8.0,Rwanda Mushonyi Natural,Amavida Coffee Roasters,94.0,,
"Santa Rosa Beach, Florida","Rustiro District, Western Province, Rwanda",Medium-Light,58/80,$19.95/8 ounces,February 2019,8.0,8.0,8.0,9.0,8.0,Rwanda Mushonyi,Amavida Coffee Roasters,91.0,,
"Plymouth, Massachusetts","Yirgacheffe growing region, southern Ethiopia",Medium-Light,55/77,$18.00/12 ounces,February 2019,9.0,8.0,8.0,9.0,8.0,Ethiopia Washed Kochere,Speedwell Coffee,92.0,,
"Lee, Massachusetts","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,56/80,$13.34/4 ounces,February 2019,9.0,9.0,8.0,9.0,8.0,Feku Double,Barrington Coffee Roasting,93.0,,
"Boston, Massachusetts","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,54/78,$19.00/12 ounces,February 2019,9.0,8.0,9.0,9.0,8.0,Ethiopia Tadese Yonka,Gracenote Coffee Roasters,93.0,,
"Portland, Maine","Jimma Zone, Oromia State, Ethiopia",Medium-Light,55/77,$18.00/12 ounces,February 2019,9.0,8.0,9.0,9.0,8.0,Nano Challa Ethiopia,Tandem Coffee,93.0,,
"Ipswich, Massachusetts","Santa Maria, Colombia",Medium-Light,56/78,,February 2019,9.0,8.0,8.0,9.0,8.0,Colombia La Cabana,Little Wolf Coffee,92.0,,
"Waterbury Center, Vermont",South-central Kenya,Medium,47/69,$18.00/12 ounces,February 2019,9.0,9.0,9.0,9.0,8.0,Kenya AB,Vermont Artisan Coffee & Tea,94.0,,
"Branford, Connecticut","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,52/76,$19.99/16 ounces,February 2019,9.0,9.0,9.0,9.0,8.0,Ethiopia Hambela Natural Organic,Willoughby's Coffee & Tea,94.0,,
"Bedford, New Hampshire","Arusha Region, northern Tanzania",Medium-Light,55/79,$16.00/12 ounces,February 2019,9.0,9.0,9.0,9.0,9.0,Tanzania Ngorongoro Ridge Peaberry,Flight Coffee Co.,95.0,,
"Cambridge, Massachusetts","Jimma Zone, Oromia State, Ethiopia",Medium-Light,54/76,$21.00/12 ounces,February 2019,9.0,8.0,8.0,9.0,8.0,Bombe Natural Sidama,Broadsheet Coffee,92.0,,
"Taipei, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Light,54/78,NT $400/8 ounces,February 2019,8.0,9.0,8.0,9.0,8.0,Ethiopia Yirgacheffe Botabaa G1,De Clieu Coffee,92.0,,
"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawaii",Medium-Light,52/74,$44.95/8 ounces,February 2019,9.0,9.0,9.0,9.0,9.0,100% Kona Bourbon Pointu Laurina,Hula Daddy Kona Coffee,95.0,,
"Belmar, New Jersey","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,50/72,$15.00/8 ounces,February 2019,9.0,9.0,9.0,9.0,8.0,Ethiopia Haro Wachu,Turnstile Coffee Roasters,94.0,,
"Madison, Wisconsin","Yirgacheffe growing region, southern Ethiopia",Medium-Light,53/75,$18.50/12 ounces,February 2019,9.0,9.0,9.0,9.0,8.0,Banco Gotete Ethiopia,JBC Coffee Roasters,94.0,,
"Taipei, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Light,53/75,NT $450/225 grams,February 2019,9.0,8.0,9.0,9.0,8.0,Ethiopia Yirgacheffe Kochere,Blues Brew Coffee,93.0,,
"Madison, Wisconsin","Planadas, southern Tolima growing region, Colombia",Medium-Light,55/77,$15.90/12 ounces,January 2019,8.0,8.0,8.0,8.0,8.0,ASOPAP Colombia,JBC Coffee Roasters,90.0,,
"Bedford, New Hampshire","West Guji Zone, Oromia Region, southeastern Ethiopia",Medium-Light,56/80,$17.00/12 ounces,January 2019,9.0,8.0,9.0,9.0,8.0,Ethiopia Deri Kochoha,Flight Coffee Co.,93.0,,
"Richmond, British Columbia, Canada",Northern Thailand,Medium,46/68,CAD $29.99/32 ounces,January 2019,8.0,,8.0,8.0,8.0,Espresso,Doi Chaang Coffee,91.0,9.0,
